ID,Age,Gender,LicenceCountry,Yrs DL,Points,NCD,Engine cc,Ins Group,Stored,Car Age,Claim
A12024533,35,M,UK,15,0,0,1400,6,Garage,1,No
B68874097,43,F,UK,4,0,2,1200,2,Garage,2,No
B26859400,29,M,UK,2,8,3,1600,2,Garage,1,Yes
B84509352,72,M,UK,43,4,2,1600,5,Garage,5,Yes
A33417285,49,M,UK,16,0,2,1200,3,Garage,2,No
A54485726,76,M,UK,4,0,1,1600,6,Garage,13,Yes
A13505158,32,M,UK,6,0,4,1400,3,Road,3,No
B75870096,71,M,UK,28,0,3,1200,2,Road,1,No
B59112689,34,M,UK,1,0,1,1600,7,Road,18,Yes
A44434195,53,F,UK,31,0,3,1400,5,Garage,2,No
A91108539,78,F,UK,6,0,2,1200,4,Road,6,Yes
B22426998,57,F,UK,4,0,2,1400,4,Garage,1,No
A66508129,31,F,UK,11,0,2,1400,5,Garage,4,No
B24834281,73,M,UK,35,0,1,1400,7,Garage,1,Yes
A32929473,37,F,UK,12,0,4,1600,6,Garage,1,No
B77083243,74,M,UK,13,4,4,1400,4,Road,1,Yes
A23833807,27,F,UK,4,0,1,1200,5,Garage,4,No
A7486992,61,M,UK,13,0,1,1400,3,Drive,2,Yes
B14546911,22,F,UK,4,0,0,1200,2,Road,1,No
A54325159,80,F,UK,22,8,2,1400,3,Garage,2,Yes
B39060375,19,F,UK,2,0,0,1200,5,Garage,1,No
A1977423,56,M,UK,22,0,4,2400,8,Garage,11,Yes
A22335059,45,F,UK,24,0,0,1400,3,Drive,4,No
A28780224,45,M,UK,25,0,2,1600,5,Garage,1,No
A79099424,47,F,UK,29,4,3,1600,3,Road,1,Yes
B96227921,50,F,UK,28,0,3,1200,6,Garage,1,No
B79136946,55,F,UK,3,0,4,1200,6,Road,2,Yes
A59756477,58,M,UK,31,0,4,1200,4,Garage,1,No
B51961660,57,M,UK,4,0,0,1600,3,Garage,5,Yes
B6161799,54,F,UK,37,0,1,1400,4,Road,2,Yes
B37377666,53,M,UK,7,0,2,1200,3,Road,13,Yes
A1729691,40,M,UK,3,0,4,2000,7,Garage,10,Yes
A87526575,29,M,UK,11,0,0,1400,7,Garage,12,No
A43516042,45,F,UK,26,0,3,1400,6,Garage,5,No
A48653204,40,M,UK,19,8,4,1800,3,Garage,2,Yes
A36953694,23,F,UK,1,8,4,2000,4,Garage,1,Yes
A13373282,59,F,UK,6,0,1,1200,5,Drive,1,Yes
B19865322,77,M,UK,16,0,1,1400,4,Garage,5,No
A38055125,65,M,UK,15,0,3,1200,4,Garage,15,No
A11158648,48,F,UK,13,0,1,2000,6,Garage,18,Yes
A9850136,39,M,UK,12,0,3,1200,4,Garage,8,No
B42925295,33,M,UK,15,8,3,2000,6,Garage,4,Yes
A60870712,73,F,UK,16,0,0,1200,3,Garage,1,Yes
B1781846,30,M,UK,7,0,0,1200,3,Garage,3,No
B75160036,71,F,UK,8,0,0,1200,3,Drive,10,Yes
A17141581,60,M,UK,4,0,1,1400,6,Garage,12,Yes
A63637066,32,M,UK,4,0,4,1200,6,Garage,1,No
A19611127,52,F,UK,21,0,0,1400,5,Drive,2,No
B7200126,18,M,UK,1,0,3,1600,3,Road,2,Yes
A60850406,33,F,UK,16,0,0,1200,4,Garage,5,No
B35881772,42,M,UK,24,0,0,1400,3,Garage,4,No
A39826174,76,M,UK,6,0,0,1200,3,Garage,14,No
B87863541,46,M,UK,14,0,1,1200,2,Garage,1,No
B29268454,18,F,UK,1,0,2,1600,3,Garage,1,Yes
A88836126,32,M,UK,10,0,0,1600,3,Garage,3,No
A42622475,74,M,UK,57,0,4,1400,5,Garage,3,No
B78216325,67,F,UK,34,0,1,1400,3,Garage,2,No
B4848024,25,F,UK,6,0,0,1200,6,Garage,6,No
A67294416,55,M,UK,35,0,3,1400,2,Garage,3,No
A51082944,36,M,UK,9,0,3,1400,3,Road,1,No
A74295318,55,M,UK,32,0,1,1800,7,Garage,11,No
A38654543,21,M,UK,1,0,3,1200,2,Garage,8,No
A40846575,72,M,UK,35,0,3,1200,6,Garage,2,No
A36991573,70,F,UK,14,0,4,1200,3,Garage,20,Yes
B52058737,55,F,UK,38,0,3,1200,2,Garage,3,No
A36849936,72,F,UK,18,0,0,1200,4,Garage,1,No
B87731594,51,M,UK,12,0,2,1600,6,Garage,1,No
A27168505,75,M,UK,58,0,2,1400,4,Garage,1,No
A69813092,74,M,UK,29,4,0,2000,4,Garage,7,Yes
B87291681,35,F,UK,13,0,1,1200,3,Garage,4,No
B66170947,79,F,UK,5,0,3,1200,6,Garage,2,Yes
B24053884,37,M,UK,13,0,0,1200,2,Drive,2,No
B98564848,74,F,UK,28,0,4,1400,6,Garage,1,Yes
B85531707,34,M,UK,10,0,0,2000,7,Road,15,Yes
A49699500,28,M,UK,9,0,4,1200,3,Garage,1,No
A4575832,30,M,UK,8,0,4,1400,5,Garage,19,No
B65149210,50,F,UK,6,0,3,1400,3,Garage,6,No
A81008777,34,M,UK,1,0,1,1200,2,Garage,1,No
A78241326,61,M,UK,8,0,2,1200,5,Drive,3,No
B35997732,54,F,UK,17,0,2,1400,2,Garage,2,No
B48386670,50,F,UK,29,0,2,1400,5,Garage,2,No
B39004071,53,M,UK,35,0,3,1200,3,Garage,1,No
A28950827,24,F,UK,4,0,4,1200,6,Garage,4,No
A18117618,45,F,UK,21,0,0,1800,6,Garage,1,No
B67425912,61,F,UK,19,0,2,1800,7,Garage,1,Yes
B76644868,51,M,UK,8,0,1,1600,7,Garage,3,No
B49290989,80,M,UK,6,0,1,1200,4,Garage,3,No
A4193541,63,F,UK,24,0,4,1200,5,Garage,1,No
B92025260,26,F,UK,1,0,0,1200,3,Garage,8,No
B97029957,25,M,UK,2,0,2,1400,6,Drive,6,No
B7982439,72,F,UK,30,0,1,1400,2,Drive,12,Yes
A53838846,57,M,UK,12,4,1,1200,6,Road,8,Yes
A12683452,28,M,UK,4,0,0,1200,4,Garage,18,No
B27219735,30,M,UK,9,4,4,1400,5,Road,11,Yes
A79392865,28,F,UK,10,0,0,1200,6,Garage,1,No
B54475345,25,M,UK,5,0,1,1200,2,Drive,1,No
A6655300,76,M,UK,8,0,4,1200,2,Garage,1,No
A14838880,74,F,UK,23,0,4,1200,2,Road,2,Yes
A51047056,31,M,UK,14,0,2,1600,5,Garage,14,No
B912293,47,F,UK,26,0,0,1200,4,Garage,5,No
B18196065,48,M,UK,3,8,0,1200,6,Garage,2,Yes
B26848913,26,F,UK,8,0,3,1600,4,Garage,4,No
A20261817,23,M,UK,3,0,3,1800,3,Garage,1,Yes
B55179561,21,M,UK,2,0,4,1200,2,Garage,1,Yes
B42950429,19,M,UK,2,0,4,2000,3,Garage,1,Yes
A97555797,25,F,UK,8,0,4,1600,6,Road,1,Yes
B15261181,20,M,UK,1,0,2,1200,3,Garage,2,No
A43117526,74,M,UK,51,0,3,1400,5,Road,1,Yes
A53112032,63,M,UK,39,0,4,1400,4,Road,7,Yes
A78256253,67,M,UK,32,0,4,1400,6,Garage,1,No
A55566701,26,M,UK,4,0,2,1400,5,Drive,6,No
B34607456,43,M,UK,1,4,3,1800,5,Garage,5,No
A12685941,59,M,UK,30,0,2,1200,6,Garage,12,Yes
A27995526,78,M,UK,55,0,0,1200,5,Garage,16,Yes
B79117017,78,F,UK,32,0,4,1400,3,Garage,4,Yes
A68773578,64,F,UK,36,4,4,1400,6,Garage,2,Yes
B50618270,38,F,UK,8,0,1,1400,5,Garage,2,No
A33306641,40,M,UK,15,0,2,1400,6,Garage,1,No
A72272541,66,M,UK,40,4,4,1400,3,Garage,5,Yes
A34563282,43,F,UK,7,0,1,1400,2,Road,2,No
A83332891,69,M,UK,37,0,0,1200,5,Garage,7,No
A94598552,64,M,UK,18,0,0,1400,6,Garage,4,No
B43025296,31,M,UK,1,0,3,1200,6,Garage,3,No
B40115156,43,M,UK,4,0,2,1600,3,Garage,6,No
A96935100,62,F,UK,27,0,3,1200,6,Garage,14,No
B979276,66,M,UK,10,0,4,1200,6,Road,1,Yes
B22222025,42,M,UK,24,8,2,1400,6,Garage,2,Yes
A4265289,21,F,UK,1,4,1,1200,4,Garage,3,No
B10659478,46,M,UK,1,0,3,1400,3,Garage,8,No
A8160858,36,M,UK,16,0,0,1200,3,Road,15,Yes
B2455848,74,M,UK,35,0,4,1200,4,Garage,7,No
B63466662,49,M,UK,20,0,4,1400,5,Garage,3,No
B15250837,24,M,UK,1,0,2,1200,4,Garage,1,Yes
A26919115,52,F,UK,2,8,2,1200,3,Road,3,Yes
B47766578,47,F,UK,24,0,1,1800,4,Garage,6,No
A61983400,53,F,UK,7,0,1,1200,5,Garage,1,No
A44695468,37,F,UK,18,0,4,1200,2,Drive,1,No
B74331312,71,F,UK,51,4,1,1400,4,Garage,2,Yes
A4412673,25,F,UK,1,0,4,1600,6,Garage,3,No
B16938909,43,M,UK,19,0,1,1400,3,Garage,4,No
B62067387,69,F,UK,40,0,3,1200,3,Garage,10,Yes
A53535190,39,M,UK,2,0,2,1400,6,Garage,2,No
A22907503,56,F,UK,29,0,1,1400,5,Drive,2,Yes
A12268517,44,F,UK,2,0,2,1800,3,Garage,3,No
B56159608,41,F,UK,8,4,2,1800,7,Garage,2,Yes
A45833746,27,F,UK,3,0,2,1400,6,Garage,4,No
B71966306,20,F,UK,1,0,2,1200,3,Garage,19,No
B52876556,70,F,UK,43,0,0,1200,6,Road,1,Yes
A35519071,71,M,UK,24,0,3,1200,4,Road,1,Yes
B71008408,27,F,UK,10,0,1,1200,5,Garage,9,No
A38550431,41,M,UK,1,0,2,1400,6,Drive,1,Yes
A27183035,77,M,UK,7,0,2,1800,6,Garage,4,Yes
A83993456,64,F,UK,41,0,0,1400,4,Garage,6,No
A71631214,28,M,UK,6,0,3,1400,3,Garage,4,No
A42598488,48,M,UK,24,0,0,1200,5,Road,4,Yes
B22841905,67,F,UK,28,0,3,1200,3,Garage,3,No
A39206789,30,F,UK,6,0,4,1200,3,Drive,12,No
A47247900,36,M,UK,7,0,3,1200,3,Garage,3,No
A22904605,66,F,UK,13,0,2,1400,5,Garage,1,No
A34683253,69,F,UK,38,0,2,1400,5,Drive,6,Yes
A3940179,49,M,UK,20,0,0,1200,5,Garage,6,No
A68678261,35,F,UK,2,0,0,1200,4,Garage,3,No
A53434193,71,F,UK,11,0,4,2000,6,Garage,1,Yes
A70381490,34,F,UK,15,0,0,1400,2,Garage,2,No
B40152870,57,F,UK,22,8,4,1400,5,Road,8,Yes
A11516693,60,F,UK,15,0,1,1200,6,Garage,3,No
B25098969,71,M,UK,25,0,2,1600,6,Garage,4,Yes
B91577040,45,M,UK,26,0,4,1400,6,Garage,16,No
B35310592,28,F,UK,7,0,0,1400,3,Garage,3,No
B92215856,68,M,UK,12,0,1,1200,4,Road,1,Yes
B59581761,61,M,UK,2,0,3,1600,7,Drive,4,Yes
A60883960,49,F,UK,14,0,4,1400,6,Garage,9,No
B25280168,46,F,UK,17,0,4,1200,3,Garage,3,No
B58941131,72,F,UK,10,0,3,1200,2,Garage,11,Yes
A76245021,64,M,UK,12,0,2,1200,4,Garage,1,No
A34754315,18,M,UK,1,0,4,1400,5,Garage,4,Yes
A62915687,60,F,UK,6,0,2,1200,4,Garage,9,No
B76841980,40,M,UK,15,0,3,1400,4,Garage,2,No
A629818,54,F,UK,3,0,0,1200,5,Garage,2,No
B96550637,52,M,UK,30,0,3,1400,7,Garage,17,Yes
B80277764,64,F,UK,44,0,3,1200,6,Garage,1,No
B16221277,31,M,UK,9,0,0,1200,3,Road,11,No
B13538955,33,M,UK,8,0,3,1400,6,Garage,2,No
A80278900,37,M,UK,15,0,0,1400,2,Road,1,No
A67849592,41,M,UK,11,0,4,1200,4,Garage,16,No
A12331139,23,F,UK,5,0,4,1200,5,Garage,1,No
B5525041,64,F,UK,27,0,1,1200,3,Garage,1,No
A47223257,27,F,UK,10,0,4,1200,6,Garage,2,No
B23303642,52,M,UK,32,0,3,1200,3,Road,1,No
B93313435,20,F,UK,1,0,1,1400,6,Road,10,Yes
A24100279,36,M,UK,15,0,3,1600,7,Road,2,Yes
B86680292,34,M,UK,5,0,0,1200,6,Road,1,Yes
A45817424,23,M,UK,2,0,0,1200,3,Garage,6,Yes
A58466839,52,M,UK,33,8,3,1400,5,Garage,16,Yes
B4782945,24,F,UK,7,0,1,1200,5,Garage,5,No
A79642839,52,M,UK,29,0,1,2800,5,Garage,17,Yes
A93296432,52,M,UK,9,0,1,1400,3,Road,2,Yes
B2860884,30,F,UK,1,0,3,1200,4,Road,9,No
A87654149,80,F,UK,35,0,0,1200,6,Garage,2,Yes
A45522656,25,M,UK,6,0,3,1200,3,Garage,7,No
A70868361,23,M,UK,2,0,3,1400,6,Garage,1,Yes
B59747674,26,M,UK,9,0,2,1400,6,Garage,7,No
B47519884,42,F,UK,16,0,4,1200,5,Garage,6,No
A17397937,54,M,UK,20,4,3,1200,2,Garage,1,Yes
B19371012,79,F,UK,30,0,2,1400,5,Road,12,Yes
A53017680,80,F,UK,29,0,3,1200,3,Garage,1,Yes
B92971064,76,M,UK,34,0,2,1200,3,Garage,1,No
A58647632,36,F,UK,12,0,0,1400,3,Road,1,No
B45619218,72,F,UK,5,0,1,1400,6,Road,11,Yes
B13444373,49,F,UK,13,0,4,1200,3,Road,1,No
A30707696,39,M,UK,15,0,0,1200,5,Garage,7,No
B28486743,33,F,UK,16,0,0,1400,5,Garage,16,No
A40903427,80,F,UK,24,0,3,1200,2,Garage,2,Yes
B75542809,65,F,UK,26,0,0,1200,3,Garage,1,No
A59166090,44,F,UK,16,0,0,1200,5,Drive,8,No
B53280335,53,F,UK,2,8,4,1400,3,Garage,7,Yes
B80498058,55,M,UK,38,0,3,1400,5,Garage,1,No
A68509329,46,M,UK,12,0,0,1400,4,Garage,15,No
B44138112,54,F,UK,1,0,4,1200,4,Garage,10,No
A99446924,42,F,UK,16,4,2,1400,2,Garage,1,Yes
A67303944,53,F,UK,20,0,3,2000,4,Garage,3,No
B60861604,44,M,UK,16,0,1,1400,6,Road,8,Yes
A33135321,55,F,UK,10,0,0,1200,2,Road,1,No
B81349366,52,F,UK,1,0,0,1200,3,Garage,10,No
B18802787,72,F,UK,34,0,1,1200,2,Garage,2,No
A83364522,64,F,UK,45,0,0,1600,7,Garage,2,Yes
A50781058,19,M,UK,2,0,4,1200,6,Garage,10,Yes
B96378863,73,M,UK,28,0,1,1600,5,Road,1,Yes
B19654955,71,M,UK,42,4,3,1200,5,Garage,5,Yes
B88423594,79,M,UK,36,0,2,1800,4,Garage,3,No
A81501545,43,F,UK,8,0,4,1600,3,Garage,3,No
B69095236,18,F,UK,1,0,0,1200,6,Garage,2,No
B36666188,76,M,UK,2,0,3,1200,3,Garage,11,No
B89834056,32,F,UK,1,0,3,1200,4,Garage,9,No
A44554572,25,F,UK,3,0,1,1400,5,Garage,5,No
A87506441,37,F,UK,1,0,4,1400,6,Drive,1,No
B99506204,46,F,UK,25,0,0,1400,4,Garage,3,No
A81430746,27,M,UK,1,0,4,1800,4,Road,1,Yes
A15916595,73,M,UK,33,4,1,1600,5,Drive,1,Yes
B94462556,30,F,UK,2,0,0,1400,3,Garage,2,No
B89805297,68,F,UK,25,0,0,1400,5,Garage,9,Yes
B4370305,70,M,UK,9,0,2,2000,4,Garage,7,Yes
A82520855,51,F,UK,9,0,1,1200,5,Garage,18,No
A705513,44,M,UK,7,0,0,1400,6,Garage,11,No
B82323833,30,M,UK,13,0,3,1200,5,Garage,8,No
A68844620,77,F,UK,1,0,3,1200,3,Road,5,Yes
B1422265,73,M,UK,17,0,0,1600,7,Road,5,Yes
A17044131,50,M,UK,21,0,3,1400,5,Garage,1,No
B32813275,37,F,UK,10,0,4,1200,4,Drive,2,No
A21598643,41,M,UK,15,0,3,1600,7,Garage,2,No
B55632823,29,F,UK,9,0,1,1400,5,Garage,14,No
B42952530,25,M,UK,2,0,2,1200,5,Garage,1,No
A41455072,60,M,UK,4,0,3,1400,5,Garage,1,No
B60665888,53,M,UK,25,8,1,1400,3,Road,4,Yes
A25182065,76,M,UK,31,4,1,1600,3,Garage,9,Yes
A69101347,20,F,UK,3,0,1,1600,6,Garage,17,Yes
B11529983,18,F,UK,1,0,4,1200,5,Garage,11,No
A19843177,49,F,UK,19,8,3,1400,7,Garage,2,Yes
A51193961,58,F,UK,5,0,0,1200,2,Garage,1,No
B20665706,32,M,UK,10,0,4,1600,6,Garage,15,No
B68934525,65,M,UK,39,0,3,1400,3,Garage,1,No
A79219312,28,M,UK,6,0,3,1400,4,Garage,7,No
A90363673,26,F,UK,5,0,1,1800,4,Garage,6,No
B2352584,29,F,UK,2,4,2,1600,2,Garage,4,Yes
B40843231,18,M,UK,1,0,4,1400,3,Garage,3,Yes
A72820442,21,M,UK,1,0,3,1600,3,Garage,7,Yes
B64885514,37,M,UK,2,0,1,1200,2,Garage,2,No
B50630441,44,F,UK,3,0,1,1400,4,Drive,1,No
B9254971,42,M,UK,25,0,4,1200,3,Garage,6,No
B65676951,76,M,UK,15,0,4,1400,4,Road,3,Yes
A39399606,45,F,UK,20,0,4,1800,7,Road,3,Yes
B8246030,50,M,UK,14,0,4,1800,5,Garage,2,No
A21343118,61,M,UK,40,8,1,1400,6,Road,3,Yes
A78291013,63,F,UK,16,0,1,1800,7,Garage,2,Yes
B36101904,45,F,UK,10,8,2,1200,5,Road,1,Yes
B72115846,42,M,UK,25,0,4,1400,7,Road,2,Yes
A82990646,38,F,UK,21,0,2,1200,3,Garage,2,No
B90298309,67,F,UK,34,0,0,1200,6,Road,16,Yes
A4232722,41,M,UK,20,0,2,1200,6,Road,2,Yes
B91677385,39,M,UK,1,0,3,1400,6,Garage,1,No
B98862667,58,F,UK,40,0,2,1200,5,Road,6,Yes
B28035997,42,F,UK,6,0,1,1200,3,Garage,11,No
B51195413,37,M,UK,1,0,4,1400,4,Garage,4,No
A98493893,63,M,UK,9,0,2,1400,5,Garage,1,No
A98289207,35,M,UK,9,8,0,1400,5,Garage,1,Yes
A63982581,71,M,UK,24,8,4,1400,4,Garage,7,Yes
A18401073,34,M,UK,17,0,4,1400,4,Drive,1,No
B82674100,54,M,UK,11,4,0,1200,2,Garage,6,Yes
B56220688,75,F,UK,20,0,1,1200,3,Garage,8,Yes
A41463601,77,F,UK,41,0,0,1400,3,Garage,2,Yes
A43790012,30,M,UK,5,0,1,1400,5,Road,11,Yes
B61198754,32,F,UK,9,0,3,1400,5,Drive,1,No
A81318851,61,M,UK,19,0,2,1600,5,Garage,9,Yes
A49704014,28,M,UK,4,0,3,1200,2,Garage,9,No
B54518537,46,F,UK,9,0,4,1200,4,Garage,1,No
A18292026,71,F,UK,46,0,3,1200,5,Garage,15,Yes
A46869401,43,F,UK,6,4,1,1200,4,Garage,3,Yes
A87868225,21,F,UK,2,0,1,1400,6,Garage,5,No
B4352171,26,F,UK,9,4,3,2000,5,Garage,13,Yes
B90389175,37,M,UK,11,0,3,1400,7,Garage,1,No
B80932490,45,M,UK,6,8,3,1200,6,Road,8,Yes
B99660669,76,M,UK,7,0,1,1600,6,Garage,6,Yes
A20324843,70,F,UK,31,8,1,1400,5,Garage,3,Yes
A28724561,22,M,UK,4,8,3,1400,3,Garage,1,Yes
A71228684,49,F,UK,24,0,1,1200,2,Garage,7,No
A64305869,20,M,UK,3,0,1,1400,2,Road,17,Yes
B60612698,74,F,UK,25,0,2,1800,5,Road,1,Yes
B80842882,65,M,UK,47,0,1,1400,6,Garage,1,No
B83912251,25,M,UK,6,4,1,1200,3,Garage,3,Yes
B11078218,38,M,UK,12,0,3,1400,5,Garage,1,No
B24917028,70,F,UK,15,0,0,1600,7,Drive,3,Yes
A52945006,62,F,UK,2,0,2,1200,6,Drive,11,Yes
A71324140,52,F,UK,31,0,1,1400,2,Garage,5,No
B86434481,65,F,UK,30,0,2,1400,3,Drive,1,Yes
A57403297,69,F,UK,48,0,2,1200,6,Road,1,Yes
A52201641,59,F,UK,13,0,1,1200,3,Drive,1,No
B8692574,39,F,UK,10,0,2,1400,3,Drive,1,No
A39293840,76,M,UK,59,8,3,1400,3,Garage,7,Yes
A43143362,75,M,UK,43,0,3,1200,6,Garage,11,No
A36527084,64,M,UK,41,0,4,2400,7,Garage,18,Yes
A93830551,67,M,UK,17,4,3,2000,3,Garage,14,Yes
B48835236,36,M,UK,1,0,3,1200,3,Garage,1,No
B48336804,23,F,UK,5,0,2,1400,7,Garage,1,Yes
A74325189,68,M,UK,34,0,4,1800,7,Drive,13,Yes
A8273643,44,F,UK,16,0,2,1800,5,Garage,12,No
A20701559,73,M,UK,26,0,4,1400,2,Garage,1,No
B95379819,69,M,UK,19,0,4,1200,2,Drive,1,No
B39772887,31,Male,UK,10,8,3,1400,5,Garage,7,Yes
B64494219,54,M,UK,2,0,1,1200,4,Garage,15,No
B8990028,44,M,UK,23,0,4,1200,2,Road,1,No
B33069729,36,M,UK,1,0,2,1400,5,Road,15,Yes
B68284801,74,F,UK,16,4,1,1400,5,Garage,2,Yes
B75335410,48,F,UK,11,0,3,1200,5,Garage,3,No
A84360337,36,M,UK,14,0,0,1200,2,Garage,12,No
B81311395,56,M,UK,38,4,4,2000,5,Garage,5,Yes
B38320684,24,F,UK,6,0,4,1200,6,Road,2,Yes
A7954389,59,F,UK,1,0,1,1600,5,Garage,8,Yes
B94554448,76,M,UK,4,0,1,1400,5,Road,5,Yes
A28117814,23,F,UK,4,0,0,1200,5,Garage,3,No
A56125634,43,F,UK,25,0,4,1400,3,Garage,6,No
B95562700,54,M,UK,30,0,0,1800,5,Garage,4,No
B82207720,56,M,UK,20,0,3,1200,2,Road,17,Yes
B23300372,72,M,UK,13,0,4,1400,2,Drive,4,No
A32259986,69,F,UK,33,0,1,1800,4,Road,18,Yes
B5606114,64,F,UK,10,0,3,1600,3,Garage,3,Yes
A62942803,25,M,UK,8,0,3,1200,3,Road,2,No
B27838171,65,F,UK,2,0,1,1200,2,Road,13,Yes
B83420956,35,M,UK,14,0,3,1400,5,Road,1,No
A73246391,60,M,UK,9,8,4,1400,3,Garage,1,Yes
A84149748,56,F,UK,22,0,3,1200,6,Road,3,Yes
A80806803,41,M,UK,15,0,4,1200,5,Road,5,Yes
A97369215,53,F,UK,4,0,0,1400,4,Garage,16,No
A58059333,37,F,UK,18,4,0,1400,6,Garage,7,Yes
B56473832,34,M,UK,12,0,1,1400,6,Garage,2,No
B43762760,37,M,UK,14,0,4,1800,7,Garage,11,Yes
B31908114,53,M,UK,8,0,2,1400,7,Garage,2,No
A73135926,25,F,UK,3,0,1,1200,3,Garage,7,No
B67108927,74,M,UK,26,0,1,1200,3,Drive,2,No
B72896529,22,F,UK,2,0,4,1400,3,Road,1,Yes
A44219581,58,F,UK,13,0,1,1200,5,Garage,19,Yes
A77162374,58,M,UK,2,0,3,1400,6,Garage,14,No
A52466949,28,F,UK,1,0,0,1200,4,Garage,3,No
A40824623,74,M,UK,8,0,4,1400,5,Garage,5,Yes
B26314896,46,M,UK,16,0,0,1200,4,Garage,7,No
A61815357,49,M,UK,30,8,0,1400,5,Garage,2,Yes
A27154232,19,F,UK,1,0,2,1200,2,Road,1,No
A42944591,50,M,UK,4,0,3,1600,6,Drive,9,Yes
A16013213,36,F,UK,13,0,3,1200,2,Drive,2,No
B29987846,72,F,UK,50,0,0,1400,2,Road,12,Yes
B79661135,79,M,UK,33,0,2,1200,3,Drive,2,No
A61871254,45,M,UK,11,8,2,1400,5,Garage,1,Yes
A33935702,38,M,UK,15,0,3,1200,2,Garage,4,No
A77435582,70,M,UK,44,0,0,1200,2,Garage,4,No
A87534559,44,M,UK,4,0,1,1400,2,Garage,1,No
A67405101,68,F,UK,29,0,1,1200,2,Garage,1,No
B24999439,45,F,UK,27,0,4,1200,2,Drive,11,No
A46693902,72,M,UK,9,0,4,1400,2,Road,4,No
B46381012,36,M,UK,7,0,3,1400,2,Drive,4,No
B20579082,45,M,UK,9,0,2,1400,2,Garage,10,No
B50075171,25,M,UK,2,0,3,1200,4,Garage,16,No
B37628830,66,F,UK,5,0,3,1200,5,Garage,3,No
A9876301,52,M,UK,16,0,3,1200,6,Drive,18,Yes
A31680119,59,M,UK,16,0,2,1400,5,Garage,4,No
A21057133,76,M,UK,19,0,0,1400,6,Garage,2,No
B3934463,38,M,France,13,0,2,1400,4,Garage,8,No
B39533005,59,F,UK,21,0,3,1200,3,Road,1,Yes
A98119323,47,M,UK,17,0,1,1400,4,Garage,1,No
B31806232,70,F,UK,43,8,3,1200,2,Garage,5,Yes
A18049509,38,F,UK,12,0,0,1200,3,Drive,2,No
B39202530,70,F,UK,39,8,0,1400,4,Road,1,Yes
A87398199,52,M,UK,22,0,1,1600,5,Road,17,Yes
B80728691,21,M,UK,2,0,0,1200,6,Road,6,Yes
B86846910,73,M,UK,53,4,3,1200,5,Garage,3,Yes
B6420891,20,M,UK,2,0,0,1200,6,Garage,16,Yes
B39768560,59,M,UK,5,0,0,1400,7,Road,5,Yes
A86146553,29,M,UK,2,0,1,1400,5,Garage,1,No
A88615447,65,F,UK,36,0,2,1400,6,Garage,1,Yes
A40577756,34,M,UK,17,0,3,1200,6,Garage,5,No
B45405786,69,F,UK,12,0,1,1600,4,Garage,2,Yes
B31088053,68,M,UK,7,4,0,1800,5,Garage,4,Yes
A29199510,68,F,UK,31,4,1,1600,3,Garage,3,Yes
B53300180,53,M,UK,17,0,1,1400,7,Garage,6,No
B67582782,48,F,UK,13,0,3,1200,5,Garage,9,No
B69655116,21,M,UK,3,0,0,1200,3,Garage,16,Yes
B52721404,19,M,UK,1,0,1,1200,6,Road,4,Yes
B92323059,79,F,UK,42,4,4,1200,6,Garage,1,Yes
A47170396,52,F,UK,1,8,2,1200,4,Road,13,Yes
A68277561,32,M,UK,15,0,0,1400,3,Garage,18,No
A87404995,78,F,UK,6,0,3,1800,4,Drive,9,Yes
B57195029,30,M,UK,5,0,1,1600,4,Road,1,Yes
B11037704,19,F,UK,2,0,4,1200,3,Garage,1,No
B35559592,80,F,UK,26,0,2,1200,3,Drive,10,Yes
B35721856,55,M,UK,5,0,3,1200,2,Garage,5,No
B71441396,43,F,UK,14,0,1,1200,5,Garage,2,No
A64129216,28,M,UK,9,0,2,1200,5,Garage,7,No
A36197899,57,M,UK,30,0,3,1200,5,Garage,2,No
A73087486,33,M,UK,4,8,1,1400,3,Garage,2,Yes
A98647975,30,M,UK,9,0,3,1400,3,Road,1,No
A79702103,67,M,UK,42,0,3,1400,7,Garage,1,No
A17922697,77,F,UK,32,0,4,1600,7,Garage,17,Yes
B3979042,32,F,UK,4,0,4,1400,4,Garage,9,No
A84804039,31,M,UK,13,0,2,1200,5,Road,6,Yes
A99510527,67,F,UK,6,0,2,1200,6,Road,13,Yes
B71199906,47,F,UK,20,0,3,1400,6,Road,1,Yes
B88483155,38,M,UK,14,0,3,1200,6,Road,4,Yes
B59044281,59,M,UK,23,0,3,1600,6,Garage,4,No
A30323639,59,M,UK,8,0,0,1400,3,Road,4,Yes
B26920266,59,F,UK,32,0,1,1400,4,Garage,1,No
B57813225,59,M,UK,8,0,1,1800,3,Road,1,Yes
B14714618,66,M,UK,22,0,4,2000,4,Road,2,Yes
A85457218,73,F,UK,38,0,4,1200,6,Garage,18,Yes
B58252367,48,F,UK,30,4,3,1200,6,Garage,2,Yes
B82441754,80,M,UK,28,0,1,1400,3,Garage,13,Yes
A87549986,43,F,UK,25,0,1,1200,4,Garage,17,No
B44124118,49,M,UK,32,0,0,1200,2,Road,12,No
A27036024,79,F,UK,51,4,3,1600,5,Road,6,Yes
A79084968,22,M,UK,4,0,0,1400,2,Garage,6,Yes
B5876474,76,M,UK,35,0,1,1400,3,Garage,4,No
B47905209,25,F,UK,8,0,4,1200,5,Garage,19,No
A87492310,55,F,UK,36,0,4,1800,3,Garage,9,No
